date,time,temperature,dewpoint,humidity,wind_speed,wind_dir_degrees,pressure
1/12/10,13:51:00,-8,-7,74,9.3,290,1029
1/12/10,14:52:00,-7,-7,74,11.1,310,1029.3
1/12/10,16:52:00,-6,-8,74,13,300,1029.3
1/13/10,8:52:00,-3,-9,93,11.1,200,1026.3
1/13/10,9:51:00,-2,-8,93,11.1,200,1026.3
1/13/10,10:52:00,-1,-8,86,11.1,200,1026
1/13/10,11:52:00,1,-6,80,18.5,190,1024.9
1/13/10,12:52:00,1,-6,74,18.5,200,1023.6
1/13/10,13:51:00,0,-5,75,18.5,200,1022.6
1/13/10,14:51:00,-3,-5,65,18.5,200,1021.9
1/13/10,15:52:00,-2,-4,70,18.5,190,1021.6
1/13/10,16:52:00,2,-4,75,18.5,190,1021.2
1/14/10,8:52:00,3,-7,74,14.8,190,1020.5
1/14/10,9:52:00,4,-6,74,16.7,190,1020.9
1/14/10,11:52:00,3,-4,65,18.5,200,1020.5
1/14/10,12:54:00,2,-3,65,16.7,200,1019.9
1/14/10,16:52:00,2,-2,65,9.3,210,1019.2
1/15/10,8:51:00,3,-1,75,5.6,300,1023.6
1/15/10,9:51:00,3,1,93,0,0,1024.3
1/15/10,10:52:00,3,1,93,0,0,1024.6
1/15/10,11:52:00,2,2,93,0,0,1024.3
1/15/10,13:53:00,0,2,93,0,0,1023.9
1/15/10,14:53:00,0,2,93,7.4,360,1022.9
1/15/10,16:50:00,1,1,93,0,0,1024.3
1/19/10,8:51:00,0,-1,93,5.6,310,1014.4
1/19/10,9:55:00,-3,-1,93,0,0,1014.8
1/19/10,13:50:00,-1,-2,81,7.4,300,1013.8
1/19/10,14:52:00,-1,-2,87,0,0,1013.4
1/20/10,8:52:00,0,-6,80,14.8,90,1014.4
1/20/10,12:51:00,0,-4,80,18.5,90,1012.8
1/20/10,13:52:00,0,-4,80,27.8,100,1012.4
1/20/10,14:50:00,-1,-4,75,18.5,100,1012.4
1/20/10,15:55:00,-1,-3,80,18.5,100,1013.1
1/20/10,16:50:00,0,-3,80,18.5,80,1012.8
1/21/10,8:51:00,1,-3,86,18.5,90,1009.7
1/21/10,9:51:00,1,-3,86,18.5,80,1009
1/21/10,10:51:00,1,-2,87,18.5,90,1009
1/21/10,13:52:00,1,-1,87,18.5,70,1005.3
1/21/10,14:50:00,1,-1,87,18.5,70,1004.3
1/21/10,15:54:00,1,-1,87,27.8,70,1003.9
1/21/10,16:52:00,1,1,100,27.8,70,1004.6
1/22/10,8:51:00,2,0,93,9.3,30,1010
1/22/10,9:55:00,2,0,93,9.3,30,1010.4
1/22/10,10:51:00,2,1,100,11.1,50,1010.7
1/22/10,11:52:00,2,1,93,9.3,360,1011.4
1/22/10,12:51:00,2,1,93,11.1,360,1012.1
1/22/10,13:51:00,2,1,93,11.1,30,1011.4
1/22/10,14:52:00,-1,1,93,16.7,20,1011.7
1/22/10,15:52:00,0,1,93,9.3,30,1012.4
1/22/10,16:52:00,1,1,93,7.4,50,1013.4
1/25/10,8:51:00,0,-4,80,11.1,220,995.5
1/25/10,10:51:00,-1,-3,80,18.5,210,995.5
1/25/10,11:51:00,0,-3,75,16.7,240,995.1
1/25/10,13:53:00,-2,-3,80,13,240,994.5
1/25/10,14:53:00,-7,-3,86,16.7,220,994.8
1/25/10,15:53:00,-8,-3,80,24.1,230,995.8
1/25/10,16:51:00,-7,-4,86,22.2,250,996.8
1/26/10,8:51:00,-7,-12,68,27.8,260,1009
1/26/10,9:51:00,-7,-11,79,27.8,270,1010
1/26/10,10:51:00,-7,-11,74,27.8,260,1011.1
1/26/10,11:51:00,-7,-11,74,27.8,260,1012.8
1/26/10,13:51:00,-8,-11,74,27.8,260,1013.4
1/26/10,15:51:00,-6,-11,74,18.5,260,1015.1
1/26/10,16:51:00,-4,-11,74,16.7,230,1015.8
1/27/10,8:51:00,-1,-11,79,13,230,1021.9
1/27/10,10:50:00,-1,-11,68,14.8,230,1023.2
1/27/10,11:51:00,-11,-9,69,11.1,250,1023.2
1/27/10,15:52:00,-10,-7,64,16.7,190,1021.6
1/27/10,16:51:00,-10,-8,60,14.8,200,1021.2
1/28/10,8:51:00,-9,-13,85,18.5,290,1026
1/28/10,9:51:00,-9,-14,73,25.9,290,1027.3
1/28/10,10:55:00,-9,-14,73,27.8,280,1028.3
1/28/10,11:52:00,-10,-14,68,18.5,310,1028.3
1/28/10,12:52:00,-12,-14,68,25.9,290,1029
1/28/10,15:51:00,-11,-14,68,14.8,320,1028.7
1/28/10,16:52:00,-8,-15,67,18.5,290,1029.7
1/29/10,8:53:00,-8,-16,73,5.6,20,1031
1/29/10,9:51:00,-8,-14,79,0,0,1031.7
1/29/10,13:52:00,-7,-13,68,13,80,1029.3
1/29/10,15:51:00,-4,-14,63,13,70,1028
1/29/10,16:51:00,-3,-13,68,9.3,80,1027.3
2/1/10,8:55:00,-1,-9,86,0,0,1026.3
2/1/10,9:51:00,0,-8,74,5.6,170,1026.3
2/1/10,10:51:00,1,-7,74,5.6,170,1026.3
2/1/10,12:51:00,1,-7,64,7.4,180,1024.9
2/1/10,13:53:00,1,-7,60,5.6,110,1023.6
2/1/10,14:51:00,-1,-7,56,0,0,1023.2
2/1/10,15:51:00,0,-7,56,5.6,150,1022.9
2/1/10,16:54:00,4,-7,56,5.6,140,1022.9
2/2/10,8:50:00,4,-3,86,5.6,100,1017.5
2/2/10,9:52:00,3,-3,80,7.4,100,1017.5
2/2/10,12:52:00,3,-4,56,14.8,190,1014.8
2/2/10,13:55:00,-6,-4,56,7.4,220,1014.4
2/2/10,14:51:00,-4,-5,56,5.6,230,1014.4
2/2/10,16:51:00,-2,-4,60,7.4,260,1014.8
2/3/10,8:55:00,-2,-8,86,11.1,290,1023.6
2/3/10,10:52:00,-5,-7,80,9.3,300,1024.6
2/3/10,13:51:00,-3,-5,80,11.1,270,1024.9
2/3/10,16:51:00,-1,-5,80,7.4,320,1025.6
2/4/10,7:55:00,1,-6,93,5.6,90,1028
2/4/10,8:52:00,2,-6,80,5.6,110,1028.7
2/4/10,10:54:00,2,-3,86,13,100,1028
2/4/10,11:53:00,3,-3,75,18.5,130,1027.3
2/4/10,13:54:00,3,-3,70,9.3,190,1026
2/4/10,14:54:00,1,-3,70,13,110,1025.3
2/4/10,15:51:00,1,-3,65,13,90,1024.3
2/4/10,16:51:00,1,-3,65,14.8,90,1023.6
2/5/10,8:50:00,0,-3,75,16.7,60,1014.8
2/5/10,9:52:00,0,-2,81,20.4,70,1014.4
2/5/10,11:51:00,0,-1,87,16.7,70,1012.1
2/5/10,14:51:00,-15,-1,93,14.8,50,1006.7
2/5/10,15:52:00,-12,-1,93,22.2,50,1006
2/5/10,16:51:00,-5,-1,93,25.9,40,1004.6
2/8/10,8:54:00,-4,-17,85,0,0,1022.6
2/8/10,9:50:00,-3,-14,85,7.4,100,1022.6
2/8/10,12:55:00,-4,-9,74,9.3,130,1020.9
2/8/10,13:54:00,-4,-9,69,9.3,140,1020.5
2/8/10,14:54:00,-3,-9,64,13,100,1019.2
2/8/10,15:53:00,-3,-9,69,13,110,1019.2
2/8/10,16:51:00,-4,-9,69,14.8,80,1019.2
2/9/10,15:55:00,-4,-6,80,13,270,1005
2/9/10,16:50:00,-4,-6,80,13,270,1005.3
2/10/10,8:50:00,-4,-6,86,37,290,1009
2/10/10,9:55:00,-3,-6,86,33.3,290,1010
2/10/10,10:52:00,-3,-6,86,31.5,300,1011.4
2/10/10,11:51:00,-3,-7,80,27.8,290,1011.1
2/10/10,12:51:00,-4,-6,80,35.2,300,1013.1
2/10/10,13:55:00,-7,-6,80,33.3,290,1013.1
2/10/10,14:53:00,-4,-7,74,29.6,280,1013.4
2/10/10,16:53:00,-3,-7,80,24.1,280,1015.1
2/11/10,8:53:00,-2,-9,86,5.6,250,1019.2
2/11/10,11:52:00,-2,-9,69,11.1,270,1019.5
2/11/10,12:50:00,-4,-8,69,11.1,250,1018.8
2/11/10,14:55:00,-16,-8,64,20.4,300,1017.8
2/11/10,15:52:00,-14,-8,64,13,290,1017.5
2/11/10,16:51:00,-7,-9,69,13,310,1017.2
2/12/10,8:51:00,-3,-18,85,0,0,1018.2
2/12/10,9:53:00,-3,-16,85,0,0,1017.2
2/12/10,11:52:00,-3,-9,86,5.6,140,1016.1
2/12/10,13:50:00,-4,-8,69,5.6,180,1014.4
2/12/10,14:53:00,-4,-8,69,5.6,170,1014.4
2/12/10,16:50:00,-3,-8,69,0,0,1014.1
2/16/10,8:50:00,-3,-6,86,13,260,1009.4
2/16/10,12:51:00,-3,-6,86,13,260,1009.7
2/16/10,13:54:00,-4,-5,86,18.5,270,1009
2/16/10,15:51:00,-3,-6,80,14.8,260,1009.4
2/16/10,16:52:00,-1,-6,80,16.7,260,1009.7
2/17/10,8:55:00,-1,-7,80,7.4,260,1012.1
2/17/10,9:52:00,-1,-7,74,13,280,1012.4
2/17/10,13:55:00,-1,-6,69,18.5,290,1012.1
2/17/10,14:53:00,-2,-5,75,22.2,300,1012.1
2/17/10,15:52:00,-2,-5,75,14.8,280,1012.4
2/17/10,16:52:00,1,-5,75,14.8,270,1012.4
2/18/10,8:54:00,1,-5,80,7.4,250,1016.8
2/18/10,9:53:00,1,-5,80,9.3,270,1017.5
2/18/10,11:54:00,1,-5,65,18.5,270,1017.8
2/18/10,12:55:00,1,-4,70,18.5,250,1017.5
2/18/10,13:54:00,-8,-4,70,16.7,270,1016.8
2/18/10,15:54:00,-2,-3,75,13,260,1016.8
2/18/10,16:51:00,3,-4,70,18.5,240,1016.8
2/19/10,8:58:00,3,-9,93,0,0,1021.2
2/19/10,10:51:00,1,-7,69,0,0,1021.6
2/19/10,14:54:00,1,-7,48,9.3,240,1020.9
2/19/10,16:54:00,3,-8,45,7.4,240,1020.9
2/22/10,8:52:00,2,0,93,5.6,310,1002.6
2/22/10,9:51:00,1,1,100,0,0,1002.6
2/22/10,10:51:00,2,2,93,11.1,280,1002.9
2/22/10,11:52:00,2,1,93,16.7,290,1003.6
2/22/10,13:52:00,-1,0,93,18.5,290,1004.3
2/22/10,14:53:00,0,1,93,18.5,280,1004.6
2/22/10,16:51:00,1,0,87,11.1,280,1005.6
2/23/10,8:51:00,1,-2,93,9.3,300,1010.7
2/23/10,9:51:00,0,-2,87,5.6,290,1011.1
2/23/10,11:51:00,-1,-1,87,9.3,300,1011.4
2/23/10,12:54:00,-6,-1,87,14.8,300,1011.4
2/23/10,15:54:00,-5,-2,87,13,270,1011.7
2/23/10,16:51:00,-4,-3,86,14.8,270,1011.7
2/24/10,9:52:00,-5,-8,86,16.7,290,1013.4
2/24/10,11:51:00,-6,-9,74,13,320,1013.4
2/24/10,14:51:00,-4,-9,69,16.7,270,1012.4
2/24/10,15:50:00,-3,-9,74,16.7,290,1013.1
2/24/10,16:50:00,,-10,74,16.7,270,1013.1
2/25/10,9:54:00,-2,-7,80,22.2,340,1016.1
2/25/10,10:50:00,-1,-8,69,14.8,340,1016.1
2/25/10,12:51:00,-2,,,27.8,290,1016.5
2/25/10,13:54:00,-6,-6,74,22.2,290,1015.8
2/25/10,14:54:00,-2,-7,64,35.2,290,1015.8
2/25/10,16:53:00,-1,-8,64,29.6,300,1016.1
2/26/10,8:51:00,-1,-9,80,22.2,280,1013.8
2/26/10,12:55:00,0,-7,69,35.2,290,1012.8
2/26/10,14:50:00,2,-6,69,27.8,280,1011.1
2/26/10,16:54:00,2,-5,75,31.5,290,1010
3/1/10,8:51:00,2,-1,93,7.4,330,1019.2
3/1/10,10:54:00,2,-1,81,7.4,350,1019.9
3/1/10,12:50:00,2,-1,81,9.3,280,1020.2
3/1/10,14:51:00,-3,-1,81,11.1,340,1019.5
3/1/10,15:50:00,-1,-1,81,11.1,330,1019.5
3/1/10,16:49:00,0,1,93,9.3,340,1019.2
3/2/10,8:46:00,3,-4,93,11.1,360,1016.5
3/2/10,9:55:00,2,-3,86,11.1,340,1015.5
3/2/10,10:53:00,-2,-3,80,14.8,340,1015.1
3/2/10,12:55:00,-1,-3,65,13,20,1014.8
3/2/10,16:46:00,-1,-3,70,14.8,30,1012.8
3/3/10,8:49:00,2,-3,93,5.6,340,1013.4
3/3/10,9:49:00,2,-3,86,9.3,330,1013.8
3/3/10,11:54:00,2,-2,93,13,350,1014.1
3/3/10,12:51:00,-3,-2,75,18.5,310,1013.8
3/3/10,15:46:00,-1,-2,75,13,300,1013.8
3/3/10,16:48:00,2,-2,75,11.1,280,1013.8
3/4/10,8:46:00,3,-4,93,5.6,310,1018.8
3/4/10,9:48:00,4,-3,86,7.4,310,1019.5
3/4/10,10:46:00,4,-6,56,5.6,350,1019.9
3/4/10,11:45:00,4,-7,48,7.4,20,1019.9
3/4/10,12:47:00,4,-7,45,14.8,350,1019.9
3/4/10,13:51:00,4,-8,42,14.8,310,1019.5
3/4/10,14:55:00,-3,-8,42,7.4,290,1019.5
3/4/10,15:50:00,0,-8,42,9.3,290,1019.5
3/4/10,16:46:00,3,-8,42,9.3,330,1019.5
3/5/10,8:48:00,4,-4,93,0,0,1025.3
3/5/10,9:50:00,5,-4,75,0,0,1026
3/5/10,10:54:00,5,-4,60,0,0,1026.3
3/5/10,11:49:00,6,-6,49,0,0,1026.3
3/5/10,12:50:00,2,-8,39,9.3,10,1026.3
3/5/10,13:54:00,2,-7,42,0,0,1026
3/5/10,16:48:00,10,-6,42,5.6,330,1026
3/8/10,8:47:00,12,1,93,0,0,1019.2
3/8/10,9:50:00,13,-4,65,0,0,1019.5
3/8/10,11:45:00,13,5,71,7.4,80,1018.5
3/8/10,13:52:00,7,6,67,0,0,1017.5
3/8/10,15:51:00,13,5,58,0,0,1016.1
3/8/10,16:53:00,15,6,63,0,0,1015.5
3/9/10,8:46:00,15,3,76,13,130,1013.4
3/9/10,10:48:00,16,6,63,14.8,150,1012.8
3/9/10,11:46:00,16,7,59,18.5,140,1012.1
3/9/10,12:50:00,14,6,55,16.7,170,1011.7
3/9/10,13:57:00,11,7,55,16.7,140,1010.4
3/9/10,15:45:00,13,8,59,7.4,130,1009.7
3/9/10,16:46:00,18,8,67,13,170,1010
3/10/10,8:51:00,19,8,82,14.8,150,1006.7
3/10/10,10:47:00,19,10,82,22.2,170,1006.7
3/10/10,13:52:00,12,11,64,24.1,180,1005.6
3/10/10,15:47:00,13,11,60,22.2,180,1005
3/10/10,16:47:00,13,9,52,18.5,190,1005
3/11/10,8:45:00,14,8,77,20.4,150,1006.3
3/11/10,9:51:00,14,9,77,24.1,130,1005.3
3/11/10,10:45:00,10,9,77,29.6,130,1003.6
3/11/10,11:46:00,11,10,77,27.8,140,1004.6
3/11/10,16:46:00,11,12,88,22.2,120,1001.9
3/12/10,8:58:00,11,9,94,5.6,160,1004.3
3/12/10,9:55:00,12,9,88,5.6,150,1004.3
3/12/10,10:46:00,13,10,94,7.4,110,1004.6
3/12/10,11:51:00,4,11,100,14.8,100,1004.3
3/12/10,13:48:00,4,11,94,14.8,90,1002.3
3/12/10,16:47:00,4,11,88,0,0,1000.6
3/15/10,8:47:00,6,2,87,11.1,360,1015.5
3/15/10,9:51:00,7,3,93,14.8,340,1016.1
3/15/10,10:54:00,7,3,93,14.8,350,1016.8
3/15/10,11:55:00,0,4,87,16.7,350,1016.8
3/15/10,14:48:00,11,4,81,13,340,1017.2
3/15/10,15:52:00,13,4,81,13,330,1017.2
3/16/10,8:52:00,14,-1,93,5.6,300,1021.2
3/16/10,12:47:00,14,4,62,11.1,10,1021.2
3/16/10,13:53:00,0,3,51,13,20,1020.5
3/16/10,14:52:00,10,5,55,14.8,20,1019.9
3/16/10,16:51:00,14,5,55,13,20,1019.2
3/17/10,8:46:00,14,-1,93,0,0,1019.5
3/17/10,10:46:00,16,-1,47,9.3,70,1019.9
3/17/10,12:46:00,16,-1,36,9.3,80,1019.5
3/17/10,13:55:00,1,-1,36,13,50,1018.8
3/17/10,14:50:00,7,-1,31,9.3,360,1018.2
3/17/10,16:52:00,16,-2,29,9.3,340,1017.2
3/18/10,8:51:00,17,-2,81,0,0,1016.5
3/18/10,9:48:00,15,-1,57,0,0,1016.1
3/18/10,12:56:00,16,1,36,11.1,260,1015.5
3/18/10,16:51:00,17,3,39,24.1,300,1013.1
3/19/10,11:51:00,18,4,48,20.4,220,1014.8
3/19/10,12:53:00,18,4,45,13,240,1014.4
3/19/10,13:52:00,4,4,42,14.8,240,1014.1
3/19/10,14:52:00,4,4,40,18.5,220,1013.8
3/19/10,16:46:00,4,3,37,13,260,1012.8
3/22/10,8:48:00,4,2,87,18.5,40,1007
3/22/10,9:50:00,4,2,87,18.5,50,1007
3/22/10,10:50:00,4,2,87,13,50,1007.3
3/22/10,11:55:00,3,3,93,14.8,50,1007.7
3/22/10,12:46:00,3,2,87,16.7,30,1007.3
3/22/10,13:50:00,3,2,87,16.7,40,1007.3
3/22/10,15:46:00,5,2,93,20.4,20,1007
3/22/10,16:51:00,7,2,93,13,360,1007.7
3/23/10,8:48:00,11,1,87,0,0,1011.4
3/23/10,9:48:00,13,2,81,9.3,270,1012.1
3/23/10,10:57:00,3,3,76,9.3,280,1012.1
3/23/10,13:53:00,12,4,62,18.5,310,1012.1
3/23/10,16:46:00,12,3,51,18.5,280,1012.1
3/24/10,8:51:00,16,1,87,5.6,100,1017.8
3/24/10,11:50:00,16,2,51,13,90,1017.8
3/24/10,12:48:00,8,1,47,9.3,100,1017.8
3/24/10,15:55:00,11,4,45,11.1,100,1015.1
3/24/10,16:52:00,10,4,45,11.1,70,1015.1
3/25/10,8:47:00,8,6,87,18.5,40,1009.7
3/25/10,10:54:00,6,7,76,16.7,60,1009.4
3/25/10,11:47:00,-2,6,76,22.2,40,941
3/25/10,13:49:00,1,6,87,24.1,40,1008
3/25/10,16:45:00,3,4,87,27.8,30,1005.6
3/26/10,9:45:00,3,-7,69,16.7,30,1018.8
3/26/10,12:54:00,4,-5,65,16.7,20,1020.2
3/26/10,14:54:00,3,-4,60,11.1,50,1019.9
3/26/10,15:46:00,6,-3,65,14.8,30,1019.5
3/26/10,16:46:00,7,-3,61,13,10,1019.9
3/29/10,8:46:00,8,2,93,18.5,340,1012.1
3/29/10,10:46:00,11,3,81,20.4,350,1013.1
3/29/10,11:46:00,11,3,76,24.1,10,1013.4
3/29/10,12:46:00,0,3,71,18.5,360,1013.8
3/29/10,15:47:00,4,4,62,13,20,1013.4
3/29/10,16:56:00,9,4,62,13,340,1013.1
3/30/10,8:48:00,12,-1,93,0,0,1017.2
3/30/10,9:46:00,14,3,93,5.6,160,1017.5
3/30/10,11:47:00,14,4,71,7.4,190,1017.8
3/30/10,13:54:00,17,3,54,5.6,120,1015.8
3/30/10,15:55:00,22,4,51,14.8,190,1014.1
3/30/10,16:50:00,23,3,48,11.1,190,1014.1
3/31/10,11:50:00,23,7,52,20.4,180,1013.8
3/31/10,14:51:00,14,9,43,29.6,170,1011.7
3/31/10,15:50:00,26,8,38,29.6,190,1011.4
3/31/10,16:48:00,27,9,41,27.8,180,1011.1
4/1/10,8:46:00,13,7,63,16.7,180,1013.1
4/1/10,15:52:00,16,13,44,20.4,200,1011.1
4/1/10,16:50:00,22,13,42,27.8,190,1010.4
4/2/10,7:53:00,23,7,67,11.1,180,1013.4
4/2/10,8:48:00,24,8,59,13,180,1014.1
4/2/10,10:48:00,26,8,41,24.1,190,1013.8
4/2/10,11:51:00,26,9,41,27.8,200,1014.1
4/2/10,12:51:00,17,9,38,22.2,210,1014.1
4/2/10,15:49:00,18,8,32,24.1,190,1012.1
4/2/10,16:49:00,20,8,32,20.4,170,1011.4
4/5/10,7:46:00,21,14,82,9.3,240,1015.8
4/5/10,8:50:00,22,15,83,9.3,270,1016.5
4/5/10,10:48:00,24,14,68,18.5,290,1017.5
4/5/10,11:49:00,24,14,64,13,270,1017.8
4/5/10,12:52:00,17,14,60,13,270,1018.2
4/5/10,14:47:00,19,13,50,9.3,260,1017.5
4/5/10,16:49:00,22,13,50,0,0,1015.5
4/6/10,7:52:00,23,13,77,13,170,1009.4
4/6/10,9:47:00,25,14,73,24.1,190,1008.4
4/6/10,10:53:00,26,14,60,31.5,200,1008
4/6/10,11:53:00,28,13,53,29.6,200,1007.7
4/6/10,12:55:00,28,13,47,29.6,200,1007
4/6/10,13:45:00,19,13,44,35.2,200,1006
4/6/10,14:48:00,20,12,37,33.3,210,1005
4/6/10,16:49:00,17,9,30,31.5,200,1003.3
4/7/10,7:52:00,9,11,60,18.5,200,1005.6
4/7/10,11:54:00,6,13,64,16.7,210,1007
4/7/10,12:49:00,7,14,82,9.3,340,1007.3
4/8/10,7:51:00,8,7,87,14.8,280,1002.9
4/8/10,12:46:00,2,2,76,35.2,290,1008
4/8/10,14:53:00,3,2,71,14.8,270,1008.4
4/8/10,16:51:00,7,1,62,20.4,280,1009
4/9/10,7:58:00,9,-1,81,14.8,290,1015.5
4/9/10,8:46:00,9,-1,75,18.5,290,1016.1
4/9/10,10:56:00,12,-2,53,29.6,300,1017.5
4/9/10,12:51:00,12,-2,46,33.3,290,1018.5
4/9/10,13:55:00,9,-2,46,24.1,290,1018.2
4/9/10,15:52:00,11,0,44,24.1,290,1018.2
4/9/10,16:46:00,16,-1,41,25.9,300,1018.5
4/12/10,7:47:00,18,3,66,13,90,1028.7
4/12/10,8:56:00,21,2,54,9.3,90,1029.3
4/12/10,10:49:00,21,0,34,25.9,100,1029
4/12/10,11:49:00,8,2,34,16.7,120,1028.7
4/12/10,15:54:00,11,6,38,13,120,1026
4/12/10,16:52:00,16,6,38,11.1,120,1025.6
4/13/10,7:47:00,20,2,66,18.5,110,1025.3
4/13/10,8:49:00,21,2,54,13,70,1026.3
4/13/10,10:53:00,22,4,45,13,100,1027
4/13/10,12:55:00,8,6,40,9.3,70,1026.6
4/13/10,13:46:00,11,7,40,5.6,50,1026.3
4/13/10,16:46:00,17,8,41,14.8,70,1026
4/14/10,7:48:00,20,6,87,9.3,110,1030
4/14/10,8:46:00,22,7,76,13,120,1030.7
4/14/10,10:45:00,24,9,59,14.8,120,1030.7
4/14/10,11:59:00,25,9,49,7.4,130,1030.7
4/14/10,12:52:00,26,10,46,9.3,180,1030
4/14/10,13:53:00,26,11,44,0,0,1029.3
4/14/10,14:51:00,13,11,41,0,0,1029
4/14/10,15:57:00,16,11,39,9.3,150,1028
4/14/10,16:54:00,23,11,39,11.1,160,1027.3
4/15/10,7:47:00,24,9,77,7.4,180,1026.6
4/15/10,8:52:00,26,11,72,11.1,190,1027
4/15/10,10:53:00,27,1,23,18.5,230,1026.6
4/15/10,11:45:00,27,12,47,11.1,240,1026.3
4/15/10,12:45:00,27,11,39,14.8,200,1025.6
4/15/10,13:50:00,18,11,37,18.5,230,1024.6
4/15/10,14:46:00,19,10,34,14.8,230,1024.3
4/15/10,16:45:00,21,11,37,16.7,240,1022.9
4/16/10,7:48:00,22,12,68,9.3,250,1017.8
4/16/10,8:46:00,22,12,64,14.8,260,1017.8
4/16/10,10:47:00,19,13,60,16.7,240,1016.8
4/16/10,11:50:00,17,13,57,24.1,270,1016.5
4/16/10,12:53:00,16,13,57,31.5,270,1016.5
4/16/10,13:48:00,17,14,73,27.8,290,1016.1
4/16/10,14:45:00,7,12,72,27.8,300,1016.5
4/16/10,15:52:00,10,12,77,31.5,290,1016.5
4/16/10,16:45:00,13,11,68,29.6,290,1015.5
4/19/10,8:47:00,14,3,76,7.4,140,1022.6
4/19/10,9:55:00,16,3,62,11.1,100,1022.2
4/19/10,12:46:00,6,4,54,7.4,350,1021.9
4/19/10,13:49:00,16,4,51,0,0,1021.2
4/19/10,16:46:00,17,3,42,13,50,1019.5
4/20/10,7:50:00,17,2,76,0,0,1017.5
4/20/10,11:51:00,18,1,36,7.4,10,1016.8
4/20/10,13:46:00,5,3,39,0,0,1015.1
4/20/10,14:45:00,9,2,37,7.4,20,1014.4
4/20/10,16:54:00,13,3,37,0,0,1013.1
4/21/10,7:53:00,16,3,87,0,0,1011.4
4/21/10,8:49:00,17,6,82,0,0,1011.7
4/21/10,9:52:00,18,6,63,0,0,1011.7
4/21/10,10:51:00,19,5,48,9.3,330,1011.7
4/21/10,11:50:00,20,3,39,7.4,290,1011.7
4/21/10,12:54:00,20,2,34,11.1,350,1011.1
4/21/10,13:44:00,20,0,28,11.1,280,1010.7
4/21/10,14:50:00,6,1,28,13,320,1010.4
4/21/10,15:53:00,8,1,28,7.4,350,1009.7
4/21/10,16:51:00,17,1,28,0,0,1009
4/22/10,7:46:00,20,3,81,0,0,1011.4
4/22/10,8:49:00,21,4,76,0,0,1011.4
4/22/10,11:49:00,22,6,48,0,0,1010.7
4/22/10,13:50:00,11,7,43,11.1,270,1010.4
4/22/10,15:54:00,18,7,40,9.3,200,1009.4
4/22/10,16:45:00,17,6,35,0,0,1008.7
4/23/10,7:56:00,16,7,76,0,0,1012.1
4/23/10,11:48:00,15,10,59,7.4,180,1012.8
4/23/10,13:51:00,9,12,72,16.7,190,1012.4
4/23/10,15:52:00,9,11,72,9.3,180,1013.1
4/23/10,16:49:00,11,11,77,7.4,170,1012.4
4/26/10,7:47:00,11,8,93,18.5,320,994.8
4/26/10,8:49:00,16,8,93,14.8,320,995.5
4/26/10,11:48:00,16,7,76,25.9,340,996.8
4/26/10,12:47:00,8,7,76,25.9,360,997.2
4/26/10,15:47:00,9,8,59,20.4,350,997.9
4/26/10,16:47:00,9,7,55,22.2,340,998.5
4/27/10,7:49:00,11,1,62,22.2,50,1002.9
4/27/10,10:48:00,12,2,62,22.2,20,1005.6
4/27/10,12:45:00,13,1,58,20.4,40,1007
